rec,layer,inclusion_criteria,inc_notes_mar2022,include,taxon_note,DD_record,date_year,year,ScientificName_accepted,qualif_ed,TR_w_TCID,CCZ_endemic,other_rank,taxonRank_ed,Authority,AphiaID_accepted,occurrenceID,occurrenceID_ed,scientificName,decimalLatitude,originalScientificName,basisOfRecord,minimumDepthInMeters,maximumDepthInMeters,depth,id,class,order,family,decimalLongitude,kingdom,phylum,rightsHolder,institutionID,individualCount,type,catalogNumber,samplingProtocol,eventID,taxonRank,eventTime,taxonomicStatus,verbatimDepth,locationID,accessRights,habitat,recordedBy,identifiedBy,dateIdentified,identificationRemarks,identificationReferences,identificationQualifier,previousIdentifications,taxonRemarks,genus,species,subclass,taxonConceptID,institutionCode,recordNumber,datasetName,associatedSequences
112727,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Monhystera,NA,genus,,,genus,"Bastian, 1865",2447,NA,NA,Monhystera,14.63806,Monhystera sp.,PreservedSpecimen,4511,4511,4511,e4d4eeca-d428-45d8-a9c1-63769812a2d3,Chromadorea,Monhysterida,Monhysteridae,-125.4497,Animalia,Nematoda,NA,NA,1,NA,76841.75656,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Monhystera,NA,Chromadoria,NA,USNM,NA,NA,NA
117158,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Monhystera,NA,genus,,,genus,"Bastian, 1865",2447,NA,NA,Monhystera,14.63528,Monhystera sp.,PreservedSpecimen,4506,4506,4506,edbaf666-0868-4260-95de-4583bc124e63,Chromadorea,Monhysterida,Monhysteridae,-125.4469,Animalia,Nematoda,NA,NA,1,NA,76867.75659,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Monhystera,NA,Chromadoria,NA,USNM,NA,NA,NA
125010,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Monhystera,NA,genus,,,genus,"Bastian, 1865",2447,NA,NA,Monhystera,14.70333,Monhystera sp.,PreservedSpecimen,4516,4516,4516,fd59e43f-b788-4098-97f9-0e1f78ad0f90,Chromadorea,Monhysterida,Monhysteridae,-125.4042,Animalia,Nematoda,NA,NA,1,NA,76836.75656,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Monhystera,NA,Chromadoria,NA,USNM,NA,NA,NA
125068,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Monhystera,NA,genus,,,genus,"Bastian, 1865",2447,NA,NA,Monhystera,14.69694,Monhystera sp.,PreservedSpecimen,4514,4514,4514,fd7ad0df-bbd0-4bba-9043-383cd8892cff,Chromadorea,Monhysterida,Monhysteridae,-125.4036,Animalia,Nematoda,NA,NA,1,NA,76825.75654,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Monhystera,NA,Chromadoria,NA,USNM,NA,NA,NA
125586,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Monhystera,NA,genus,,,genus,"Bastian, 1865",2447,NA,NA,Monhystera,14.70333,Monhystera sp.,PreservedSpecimen,4516,4516,4516,fe8008e6-217e-4619-94fa-12dc6927f481,Chromadorea,Monhysterida,Monhysteridae,-125.4042,Animalia,Nematoda,NA,NA,1,NA,76835.75655,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Monhystera,NA,Chromadoria,NA,USNM,NA,NA,NA
125748,01_pmn_exploration_areas,,,yes,,NA,1983,1983,Monhystera,NA,genus,,,genus,"Bastian, 1865",2447,NA,NA,Monhystera,14.70139,Monhystera sp.,PreservedSpecimen,4516,4516,4516,fed91291-30cc-40cb-a847-59037f8aa9c2,Chromadorea,Monhysterida,Monhysteridae,-125.4044,Animalia,Nematoda,NA,NA,1,NA,76869.75659,NA,NA,NA,NA,NA,NA,NA,NA,NA,F. Spiess,"Hope, William Duane",NA,NA,NA,NA,NA,NA,Monhystera,NA,Chromadoria,NA,USNM,NA,NA,NA
1043,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_115968,Ifremer_bio_dba_115968,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4978,4978,4978,0221081e-462d-4e2c-94bd-cc88931aa7b2,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,115968,Blade Corer,NA,NA,18:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
11398,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_114497,Ifremer_bio_dba_114497,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4950,4950,4950,1712214c-ec2b-4426-bbc0-95cc1c2fe007,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,10,NA,114497,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
18467,01_pmn_exploration_areas,,,yes,,NA,2012,2012,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_113833,Ifremer_bio_dba_113833,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4913,4913,4913,25b4e786-66b6-4628-bba6-375738f1aa62,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,4,NA,113833,Multicorer 12 tubes 100mm,NA,NA,07:00:00+00:00,NA,NA,NA,NA,NA,MENOT Lenaick,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
25254,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_115889,Ifremer_bio_dba_115889,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4978,4978,4978,3376d1bc-e7e8-4ea8-904a-86ebf61a8bc4,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,115889,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
28046,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_115032,Ifremer_bio_dba_115032,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,5040,5040,5040,391f657a-2416-4d32-8feb-56cd4b5bc32a,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,3,NA,115032,Multicorer 8 tubes 100 mm,NA,NA,16:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
32748,01_pmn_exploration_areas,,,yes,,NA,2012,2012,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_113492,Ifremer_bio_dba_113492,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,5020,5020,5020,42f113f2-4dd0-410c-a340-5556c3fef067,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,113492,Multicorer 12 tubes 100mm,NA,NA,13:00:00+00:00,NA,NA,NA,NA,NA,MENOT Lenaick,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
34501,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_114843,Ifremer_bio_dba_114843,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,5013,5013,5013,465a6e56-d9df-4ee6-8508-90491da6043b,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,114843,Multicorer 8 tubes 100 mm,NA,NA,13:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
36389,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_115251,Ifremer_bio_dba_115251,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,5035,5035,5035,4a23a063-dd05-4d1c-ac14-43e30ab0eba4,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,115251,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
37178,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_115214,Ifremer_bio_dba_115214,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,5042,5042,5042,4bc8e7b2-8459-4f7b-8836-dc71630f5c03,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,115214,Multicorer 8 tubes 100 mm,NA,NA,22:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
38069,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_114791,Ifremer_bio_dba_114791,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4950,4950,4950,4d995835-fc4a-451c-84f0-8c795a84fa45,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,2,NA,114791,Multicorer 8 tubes 100 mm,NA,NA,09:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
44510,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_114106,Ifremer_bio_dba_114106,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4983,4983,4983,5ab1cfb0-6541-4dc5-b0c3-ea9227e8ba63,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,114106,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
51984,01_pmn_exploration_areas,,,yes,,NA,2012,2012,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_113909,Ifremer_bio_dba_113909,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4913,4913,4913,69c2ce80-17d4-4d6d-be5b-16cdeda32198,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,113909,Multicorer 12 tubes 100mm,NA,NA,07:00:00+00:00,NA,NA,NA,NA,NA,MENOT Lenaick,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
65780,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_115245,Ifremer_bio_dba_115245,Monhystrella oxycephalata,14,Thalassomonhystera aff oxycephalata,HumanObservation,5035,5035,5035,85de243b-aaf2-4805-9607-688828ed96f9,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,3,NA,115245,Multicorer 8 tubes 100 mm,NA,NA,11:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
82982,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_115121,Ifremer_bio_dba_115121,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,5042,5042,5042,a8d0f238-fd71-4b20-81fd-220c897afd4f,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,3,NA,115121,Multicorer 8 tubes 100 mm,NA,NA,22:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
95541,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_114919,Ifremer_bio_dba_114919,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,5046,5046,5046,c24aac72-4f3f-4650-8e95-93a0f5749661,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,114919,Multicorer 8 tubes 100 mm,NA,NA,10:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
96245,01_pmn_exploration_areas,,,yes,,NA,2012,2012,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_113444,Ifremer_bio_dba_113444,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,5024,5024,5024,c3ade628-2719-45dc-bedc-6cecc16ee611,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,113444,Multicorer 12 tubes 100mm,NA,NA,10:00:00+00:00,NA,NA,NA,NA,NA,MENOT Lenaick,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
100030,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_115958,Ifremer_bio_dba_115958,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4978,4978,4978,cb4e8075-d71a-4ecb-a3e7-119201397e89,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,3,NA,115958,Blade Corer,NA,NA,18:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
109167,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_115662,Ifremer_bio_dba_115662,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4979,4979,4979,dd9f6e08-270b-46d7-a139-ee8d12227c97,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,115662,Blade Corer,NA,NA,19:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
110954,01_pmn_exploration_areas,,,yes,,NA,2012,2012,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_113603,Ifremer_bio_dba_113603,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4958,4958,4958,e11a31ad-a331-404a-a6ef-e9c6c60eb499,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,113603,Multicorer 12 tubes 100mm,NA,NA,14:00:00+00:00,NA,NA,NA,NA,NA,MENOT Lenaick,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
119028,01_pmn_exploration_areas,,,yes,,NA,2004,2004,Monhystrella oxycephalata,NA,species,,,species,"(Tchesunov & Miljutina, 2005)",1054751,Ifremer_bio_dba_114705,Ifremer_bio_dba_114705,Monhystrella oxycephalata,14,Thalassomonhystera oxycephalata,HumanObservation,4950,4950,4950,f1621358-d4d0-4bdf-9864-3f92b9784d95,Chromadorea,Monhysterida,Monhysteridae,-130,Animalia,Nematoda,NA,NA,1,NA,114705,Multicorer 8 tubes 100 mm,NA,NA,09:00:00+00:00,NA,NA,NA,NA,NA,GALERON Joelle,MILYUTIN Dimitri,NA,NA,NA,NA,NA,NA,Monhystrella,Monhystrella oxycephalata,Chromadoria,NA,Ifremer,NA,NA,NA
97968,01_pmn_exploration_areas,,,yes,,NA,2015,NA,Munidopsis,cf.,genus,,,genus,"Whiteaves, 1874",106836,NA,NA,Munidopsis,12.4353,Munidopsis sp.,HumanObservation,NA,3605,3605,c7437e09-4c4f-43a8-94a2-4435ffdbaa26,Malacostraca,Decapoda,Munidopsidae,-116.5533,Animalia,Arthropoda,NA,NA,1,NA,NA,Baited Camera,NA,genus,19:15,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Jeffrey Drazen, Astrid Leitner","Mary Wicksten, Jeffrey Drazen, Astrid Leitner, Diva J. Amon, Amanda Ziegler",2015,Identified only from imagery,NA,cf.,NA,NA,Munidopsis,NA,Eumalacostraca,cf. Munidopsis sp.,UHM,NA,ABYSSLINE,NA
35207,01_pmn_exploration_areas,,,yes,,NA,2013,NA,Munnopsidae,cf.,family,,,family,"Lilljeborg, 1864",118264,NA,NA,Munnopsidae,13.7603,Munnopsidae sp.,HumanObservation,NA,4070,4070,47d7aab0-a936-4607-bcad-967067a2e92e,Malacostraca,Isopoda,Munnopsidae,-116.4678,Animalia,Arthropoda,NA,NA,1,NA,NA,Remotely Operated Vehicle,NA,family,02:57,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Diva J. Amon, Amanda F. Ziegler","Mary Wicksten, Diva J. Amon, Amanda F. Ziegler",2014,Identified only from imagery,NA,cf.,NA,NA,NA,NA,Eumalacostraca,cf. Munnopsidae sp.,UHM,NA,ABYSSLINE,NA
110668,01_pmn_exploration_areas,,,yes,,NA,2013,NA,Munnopsidae,cf.,family,,,family,"Lilljeborg, 1864",118264,NA,NA,Munnopsidae,13.85,Munnopsidae sp.,HumanObservation,NA,4110,4110,e08ce077-36f8-4530-aa3c-3f350af120f1,Malacostraca,Isopoda,Munnopsidae,-116.6456,Animalia,Arthropoda,NA,NA,1,NA,NA,Remotely Operated Vehicle,NA,family,11:27,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Diva J. Amon, Amanda F. Ziegler","Mary Wicksten, Diva J. Amon, Amanda F. Ziegler",2014,Identified only from imagery,NA,cf.,NA,NA,NA,NA,Eumalacostraca,cf. Munnopsidae sp.,UHM,NA,ABYSSLINE,NA
52676,01_pmn_exploration_areas,,,yes,,NA,2015,NA,Muusoctopus,cf.,genus,,,genus,"Gleadall, 2004",527126,NA,NA,Muusoctopus,12.5788,Muusoctopus sp.,HumanObservation,NA,4225,4225,6b3745d1-1a30-46f8-b859-1e5bec1a451d,Cephalopoda,Octopoda,Enteroctopodidae,-116.6873,Animalia,Mollusca,NA,NA,1,NA,NA,Autonomous Underwater Vehicle,NA,genus,03:50,NA,NA,NA,NA,Abyssal polymetallic-nodule field,"Diva J. Amon, Amanda F. Ziegler","Janet Voight, Diva J. Amon, Amanda F. Ziegler",2015,Identified only from imagery,"Voight, Janet R. ""Observations of deep-sea octopodid behavior from undersea vehicles."" American Malacological Bulletin 24.1 (2008): 43-50.",cf.,NA,NA,Muusoctopus,NA,Coleoidea,cf. Muusoctopus sp.,UHM,NA,ABYSSLINE,NA
23766,01_pmn_exploration_areas,,,yes,,NA,2013,NA,Myonera,NA,temporary name,,,genus,"Dall & E. A. Smith, 1886",137860,3649104e-3481-4840-869f-ae2e219b994f,3649104e-3481-4840-869f-ae2e219b994f,Myonera,13.93482,Myonera,PreservedSpecimen,4082,4082,4082,304562b6-24ec-4d20-9cf2-b1d6b1ebbd2a,Bivalvia,NA,Cuspidariidae,-116.5502,Animalia,Mollusca,NA,NA,NA,NA,175138970,NA,MV1313-5,NA,12:40:00,NA,NA,NA,NA,Abyssal plain,Adrian Glover | Helena Wiklund | Thomas Dahlgren | Maggie Georgieva,Adrian Glover | Helena Wiklund | Thomas Dahlgren | John Taylor,01/07/2016,identified by DNA and morphology,NA,NA,NA,NA,Myonera,NA,Autobranchia,Myonera sp. (NHM_186),NHMUK,NHM_186,ABYSSLINE,NA
121811,01_pmn_exploration_areas,,,yes,,NA,2013,NA,Myonera,NA,temporary name,,,genus,"Dall & E. A. Smith, 1886",137860,45033e06-fb54-49d5-b632-767e63c1cfd3,45033e06-fb54-49d5-b632-767e63c1cfd3,Myonera,13.93482,Myonera,PreservedSpecimen,4082,4082,4082,f6ddba37-1fc6-4612-a875-93d928817807,Bivalvia,NA,Cuspidariidae,-116.5502,Animalia,Mollusca,NA,NA,NA,NA,20170037,NA,MV1313-5,NA,12:40:00,NA,NA,NA,NA,Abyssal plain,Adrian Glover | Helena Wiklund | Thomas Dahlgren | Maggie Georgieva,Adrian Glover | Helena Wiklund | Thomas Dahlgren | John Taylor,01/07/2016,identified by DNA and morphology,NA,NA,NA,NA,Myonera,NA,Autobranchia,Myonera sp. (NHM_186),NHMUK,NHM_186,ABYSSLINE,NA
17356,06_apei,above 3000 metres,valid,yes,,NA,2015,2015,Abyssarya acus,NA,species,y,,species,NA,NA,WoRMS Editorial Board:WoRMS type localities:sm_id_83451,WoRMS Editorial Board:WoRMS type localities:sm_id_83451,Abyssarya acus,18.54717,Abyssarya acus,PreservedSpecimen,1853,NA,1853,2362258c-bb23-40df-a419-34a8459d4760,Polychaeta,Phyllodocida,Polynoidae,-128.748,Animalia,Annelida,NA,NA,NA,NA,sm_id_83451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abyssarya,Abyssarya acus,Errantia,NA,WoRMS Editorial Board,NA,NA,NA
22148,01_pmn_exploration_areas,in claim zone but depth invalid,added march 2022,yes,,NA,NA,NA,Agathotanais manganicus,NA,species,y,,species,NA,NA,urn:catalog:SENCKENBERG:CeDAMar:4713,urn:catalog:SENCKENBERG:CeDAMar:4713,Agathotanais manganicus,9.33,Agathotanais manganicus,Occurrence,NA,NA,NA,2cee927e-73a0-44cd-802d-ae3d61ec3520,Malacostraca,Tanaidacea,Agathotanaidae,-151.585,Animalia,Arthropoda,NA,NA,NA,NA,4713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agathotanais,Agathotanais manganicus,Eumalacostraca,NA,SENCKENBERG,NA,NA,NA
34003,01_pmn_exploration_areas,in claim zone but depth invalid,,yes,,NA,NA,NA,Rectisura slavai,NA,species,y,,species,NA,NA,WoRMS Editorial Board:WoRMS type localities:sm_id_66771,WoRMS Editorial Board:WoRMS type localities:sm_id_66771,Rectisura slavai,13.25583,Rectisura slavai,PreservedSpecimen,NA,NA,NA,455d5df1-d82d-470a-94a7-501d7537da6e,Malacostraca,Isopoda,Munnopsidae,-134.3897,Animalia,Arthropoda,NA,NA,NA,NA,sm_id_66771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rectisura,Rectisura slavai,Eumalacostraca,NA,WoRMS Editorial Board,NA,NA,NA
34015,01_pmn_exploration_areas,in claim zone but depth invalid,valid,yes,,NA,1899,1899,Nerocila excisa,NA,species,,,species,NA,NA,NA,NA,Nerocila excisa,9.95,Nerocila excisa,PreservedSpecimen,NA,NA,NA,4562bdd1-acdd-47af-8eb6-a3fb040abfe5,Malacostraca,Isopoda,Cymothoidae,-137.783,Animalia,Arthropoda,NA,NA,1,NA,46435.25888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richardson, H.",NA,NA,NA,NA,NA,NA,Nerocila,Nerocila excisa,Eumalacostraca,NA,USNM,NA,NA,NA
45085,01_pmn_exploration_areas,in claim zone but depth invalid,,yes,,NA,NA,NA,Storthyngura yuzhmorgeo,NA,species,y,,species,NA,NA,WoRMS Editorial Board:WoRMS type localities:sm_id_66772,WoRMS Editorial Board:WoRMS type localities:sm_id_66772,Storthyngura yuzhmorgeo,13.13933,Storthyngura yuzhmorgeo,PreservedSpecimen,NA,NA,NA,5be5e430-5228-4266-bd02-72c98fda0a86,Malacostraca,Isopoda,Munnopsidae,-134.4905,Animalia,Arthropoda,NA,NA,NA,NA,sm_id_66772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Storthyngura,Storthyngura yuzhmorgeo,Eumalacostraca,NA,WoRMS Editorial Board,NA,NA,NA
48922,01_pmn_exploration_areas,in claim zone but depth invalid,,yes,,NA,NA,NA,Urstylis solicopia,NA,species,y,,species,NA,NA,WoRMS Editorial Board:WoRMS type localities:sm_id_66957,WoRMS Editorial Board:WoRMS type localities:sm_id_66957,Urstylis solicopia,13.46957,Urstylis solicopia,PreservedSpecimen,NA,NA,NA,638ebdf3-ee31-44b9-a98a-83a5e2ec1bdb,Malacostraca,Isopoda,Urstylidae,-133.5012,Animalia,Arthropoda,NA,NA,NA,NA,sm_id_66957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urstylis,Urstylis solicopia,Eumalacostraca,NA,WoRMS Editorial Board,NA,NA,NA
